name,price,type,efficiency,wattage,modular,color
CoolMax MP-550B,,ATX,plus,550,false,
VisionTek 900490,,ATX,bronze,800,Semi,
CoolMax CXI-600B,,ATX,,600,false,
Azza Titan,,ATX,bronze,1000,false,
OCZ Fatal1ty,,ATX,bronze,750,Semi,
Raidmax RX-1200AE,,ATX,bronze,1200,Semi,
FSP Group FSP300-60GHS(85),,SFX,bronze,300,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill RV350,,ATX,,350,false,
Silverstone OP1000-P,,ATX,plus,1000,false,
XClio STABLEPOWER GOLD 1000W,,ATX,gold,1000,Full,
Silverstone Strider,,ATX,plus,1200,Full,
Silverstone Strider,,ATX,plus,400,false,
Sunbeam PSU-COM780-BK-US,,ATX,,780,Full,
Thermaltake TR2,,ATX,plus,1000,Semi,
Thermaltake Toughpower,,ATX,bronze,1000,Full,
Thermaltake Black Widow,,ATX,bronze,850,Semi,
Deepcool PM550D,,ATX,gold,550,false,Black
Rosewill CFZ,,ATX,bronze,500,Semi,Black
Rosewill Quark 750,,ATX,platinum,750,Full,
SeaSonic SSP-550RT,,ATX,gold,550,false,
SeaSonic SSP-650RT,,ATX,gold,650,false,
Antec High Current Gamer,,ATX,bronze,400,Semi,
Antec Earthwatts,,ATX,bronze,550,false,
VisionTek 900346,,ATX,,500,false,
Sparkle ATX-400PN-B204,,ATX,,400,false,
Sparkle FSP300THAR-MC,,ATX,,300,false,
E-Power EP-500NE-XV,,ATX,,500,false,
Enermax Platimax,,ATX,platinum,500,Semi,
CoolMax ZU-800B,,ATX,bronze,800,Semi,
Antec NeoECO V2,,ATX,bronze,550,Semi,Black
Logisys AT750BK,,ATX,bronze,750,false,
be quiet! Straight Power E9,,ATX,gold,600,false,
CoolMax CL-500B,,ATX,,500,false,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
PC Power & Cooling S75CF,,ATX,plus,750,false,
Enermax ETL450AWT-M,,ATX,bronze,450,Semi,
Super Flower Leadex V Pro,210.62,ATX,gold,850,Full,Black
Super Flower Leadex V Pro,,ATX,gold,850,Full,White
Silverstone Strider,,ATX,gold,1200,Full,
Ultra LSP,,ATX,,550,false,
Rosewill RV2-600,,ATX,,600,false,
GAMDIAS ASTRAPE E1,,ATX,plus,550,false,Black / Multicolor
GAMDIAS ASTRAPE P1 G,,ATX,gold,750,Full,Black / Multicolor
Antec NE450M,,ATX,bronze,450,Semi,
Cougar DX500,,ATX,plus,500,false,
Thermalright TB-750,,ATX,bronze,750,Full,Black
Raidmax RX-835AP,,ATX,bronze,835,Semi,
Athena Power AP-P4ATX35,,ATX,,350,false,
Athena Power AP-P4ATX95FEPC,,ATX,plus,950,false,
Athena Power AP-MFATX22,,Mini ITX,,220,false,
Diablotek PSDA500,,ATX,,500,false,
Diablotek PSDA400,,ATX,,400,false,
Diablotek PHD350,,ATX,,350,false,
Xion XON-800R14N,,ATX,,800,Full,
StarTech ATXPW550PRO2,,ATX,,550,false,
XClio DIAMONDPOWER 880W,,ATX,,880,false,
Enermax DIGIFANLESS,,ATX,platinum,550,Full,
StarTech ATX2PW430PRO,,ATX,bronze,430,false,
Xion AXP-700W14FG,,ATX,gold,700,Full,
NZXT HALE90 V2,,ATX,gold,850,Full,
CoolMax CX-550B,,ATX,,550,false,
CoolMax CU-700B,,ATX,,700,Semi,
Ultra LSP650,,ATX,,650,false,
OCZ EliteXStream,,ATX,plus,1000,false,
Kingwin ABT-850MM,,ATX,,850,false,
PC Power & Cooling S47ATX-B,,ATX,,470,false,
PC Power & Cooling S61EPS-B,,ATX,plus,610,false,
Kingwin Mach 1,,ATX,bronze,1000,Semi,
FSP Group FSP650-80EGN,,ATX,gold,650,false,
Kingwin MK,,ATX,,650,false,
Kingwin MK,,ATX,,750,false,
be quiet! Pure Power 9,,ATX,silver,400,false,
FSP Group Hydro GE,109.99,ATX,gold,650,Full,Black
Antec VP,,ATX,plus,630,false,
PC Power & Cooling Silencer,,ATX,silver,910,false,
In Win PB,,ATX,gold,850,Full,
NZXT HALE82N 550W,,ATX,bronze,550,false,
Sparkle Magna GOLD PRO,,ATX,gold,850,Semi,
Enermax ENP600AWT,,ATX,plus,600,false,
FSP Group ATX350-PNT,,ATX,,350,false,
Silverstone Strider,,ATX,gold,1200,Full,
PC Power & Cooling Silencer Mk II,,ATX,bronze,500,false,
Thermaltake Toughpower Grand,,ATX,gold,1200,false,
Thermaltake Toughpower Grand,,ATX,gold,650,Full,
Raidmax Cobra,,ATX,gold,500,false,
be quiet! Power Zone,,ATX,bronze,650,Full,
FSP Group AURUM GOLD 500,,ATX,gold,500,false,
FSP Group AURUM GOLD 400,,ATX,gold,400,false,
Phanteks PH-P650GS,,ATX,gold,650,false,Black
Enermax REVOLUTION DUO,,ATX,gold,500,false,
Rosewill Tachyon,,ATX,platinum,650,Semi,
Rosewill Tachyon,,ATX,platinum,1000,Semi,
Rosewill Tachyon,,ATX,platinum,750,Semi,
G.Skill PS850P,,ATX,platinum,850,Full,Black
LEPA MaxBron,,ATX,bronze,700,Semi,
LEPA MaxBron,,ATX,bronze,450,Semi,
LEPA MaxGold,,ATX,gold,700,Semi,
SeaSonic SS-500ES Bronze,,ATX,bronze,500,false,
Topower TOP-650PM,,ATX,,650,false,
Topower TOP-1000WG,,ATX,gold,1000,false,
OCZ ZS,,ATX,bronze,550,false,
Thermaltake Toughpower,,ATX,gold,1500,Semi,
Thermaltake Toughpower Grand,,ATX,gold,1200,Full,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Sentey GSP650-SM,,ATX,gold,650,Full,
Sentey SDP750-SS,,ATX,plus,750,false,
Linkworld LPG12-35-p4,,ATX,,550,false,
Sentey GSP1000-SM,,ATX,gold,1000,Full,
Sentey ERP-500-SS,,ATX,,500,false,
Sentey ERP-500-SMR,,ATX,,500,Full,
Cougar COUGAR-RS450,,ATX,plus,450,false,
Thortech Thunderbolt,,ATX,gold,650,Full,
PC Power & Cooling Silencer MK III,,ATX,gold,850,Semi,
Antec High Current Gamer Extreme,,ATX,gold,850,Full,
Diablotek PSUL675,,ATX,,675,false,
Topower TOP-900W,,ATX,plus,900,Full,
Cooler Master New GX,,ATX,bronze,450,false,
Super Flower Leadex Gold,,ATX,gold,750,Full,
Super Flower SF-1200F14MP Black,,ATX,platinum,1200,Full,
Thermaltake Toughpower DPS G,,ATX,gold,650,Full,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Thermaltake Toughpower DPS G,,ATX,gold,550,Full,
Logisys PS550E12,,ATX,,550,false,
Super Flower LEADEX Special Edition,,ATX,platinum,1000,Full,Black
Cooler Master V550S,,ATX,gold,550,Semi,
Rosewill VALENS-500M,,ATX,gold,500,Semi,
Raidmax Vampire,,ATX,gold,900,Semi,
Corsair CX-430 V3,,ATX,bronze,430,false,
Deepcool PM700D,,ATX,gold,700,false,Black
FSP Group FSP300-60GHT(85),,TFX,bronze,300,false,
be quiet! POWER 2,,SFX,bronze,300,false,
Ultra X4,,ATX,silver,1050,Full,
Kingwin Lazer Platinum,,ATX,platinum,750,Semi,
Kingwin Lazer Platinum,,ATX,platinum,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,1300,Semi,
FirePower ZT,,ATX,bronze,550,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1050,Full,
Thermaltake Toughpower Grand,,ATX,platinum,850,Full,
Thermaltake EVO_Blue,,ATX,,650,Full,
Thortech Thunderbolt PLUS,,ATX,gold,1000,Full,
Antec EDGE,,ATX,gold,550,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,500,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
NZXT HALE90 V2,,ATX,gold,1200,Full,
NZXT HALE90 V2,,ATX,gold,1000,Full,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
SeaSonic M12II,,ATX,bronze,380,false,
E-Power EP-600NE-XV,,ATX,,600,false,
LEPA B850-MA,,ATX,bronze,850,Semi,
LEPA G,,ATX,gold,650,Semi,
NZXT HALE82N 650W,,ATX,bronze,650,false,
NZXT HALE82,,ATX,bronze,750,Semi,
NZXT HALE82,,ATX,bronze,850,Semi,
Antec Basiq,,ATX,plus,430,false,
Antec True Power,,ATX,bronze,1000,Full,
Antec True Power,,ATX,silver,1200,Semi,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS500W-GN,,ATX,,500,false,
Apevia ATX-AS600W-BL,,ATX,,600,false,
Mushkin MKNPSJL800,,ATX,silver,800,false,
HEC HP485D,,ATX,,485,false,
HEC HP485D Retail,,ATX,,485,false,
HEC XPOWER780,,ATX,,600,false,
CoolMax CU-600B,,ATX,,600,Semi,
CoolMax VL-600B,,ATX,,600,false,
CoolMax ZP-1000B,,ATX,bronze,1000,Semi,
CoolMax CUG-950B,,ATX,,950,Full,
VisionTek 900488,,ATX,,550,Full,
CoolMax CX-400B,,ATX,,400,false,
Dynapower EJ-750A80,,ATX,bronze,750,Full,
Enermax EES400AWT_II,,ATX,plus,400,false,
Enermax EGX1250EWT,,ATX,bronze,1250,Semi,
Enermax EPG500AWT,,ATX,gold,500,false,
Enermax ERV1020EWT,,ATX,silver,1020,Full,
Enermax ETK500AWT,,ATX,,500,false,
In Win Commander,,ATX,plus,1200,Full,
OCZ EliteXStream,,ATX,plus,1000,false,
OCZ StealthXstream II,,ATX,plus,500,false,
OCZ StealthXstream II,,ATX,plus,700,false,
Rosewill Libertas,,ATX,bronze,800,Full,
Rosewill Lightning,,ATX,gold,800,Semi,
Rosewill LP-6100C,,ATX,,300,false,
Rosewill Stallion,,ATX,,400,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill RV2-500,,ATX,,500,false,
Silverstone DA750,,ATX,,750,Full,
XFX P1-650X-CAH9,,ATX,bronze,650,Full,
Thermaltake EVO_Blue,,ATX,,550,Full,
XFX Black Edition,,ATX,silver,850,Full,
Thermaltake TR2,,ATX,gold,600,false,
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,platinum,850,Full,Black
Sparkle GW-EPS1250DA,,ATX,gold,1250,Full,
Xion AXP-850K14XE,,ATX,bronze,850,Semi,
Apevia Raptor,,ATX,,450,false,Black / Red
Thortech Thunderbolt,,ATX,gold,1200,Full,
Enermax EPM750AWT,,ATX,platinum,750,Semi,
CoolMax ZU-700B,,ATX,bronze,700,Semi,
Enermax RevoBron,,ATX,bronze,600,Semi,
Sparkle SCC-750AF,,ATX,gold,750,Full,
Cougar RSB400,,ATX,plus,400,false,
E-Power EP-550P5-T1,,ATX,,550,Full,
Cooler Master Elite,,ATX,,400,false,
Sparkle FSP400-60GHS,,SFX,bronze,400,false,
Sparkle ATX-400PA,,ATX,,400,false,
Topower ZU-400W12,,ATX,,400,false,
LEPA MaxBron,,ATX,bronze,650,Semi,
Thermaltake W0328RU,,ATX,,350,false,
Topower ZU-750W,,ATX,,750,false,
Topower TOP-400W801,,ATX,plus,400,false,
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,bronze,550,Semi,Black / Gray
Antec High Current Gamer,,ATX,bronze,850,Full,Black
Silverstone Zeus,,ATX,silver,1350,Full,
Rosewill Capstone,,ATX,gold,450,Semi,
Enermax MarbleBron,,ATX,bronze,850,Semi,White
RAIJINTEK CRATOS,,ATX,gold,1200,Full,Black
Super Flower SF-750F14TG,,ATX,gold,750,Full,Black
Topower ZU-1050W,,ATX,,1050,false,
Enermax TRIATHLOR ECO,,ATX,bronze,800,Semi,
Super Flower Leadex Titanium,,ATX,titanium,750,Full,Black
In Win GreenMe 650,,ATX,bronze,650,false,
Cougar DX600,,ATX,plus,600,false,
Thermalright TB450S,,ATX,bronze,450,false,Black
Thermalright AG-650,,ATX,gold,650,Full,Black
Thermalright AG-750,,ATX,gold,750,Full,Black
Thermalright AG-750,,ATX,gold,750,Full,White
FSP Group HEXA 85+ PRO,,ATX,bronze,350,false,Black
Athena Power AP-P4ATX55FEC,,ATX,,550,false,
Athena Power AP-P4ATX85FEP,,ATX,,850,false,
Diablotek PSDA600,,ATX,,600,false,
Rosewill Fortress,,ATX,platinum,450,false,
Antec High Current Pro,,ATX,platinum,850,Full,
Rosewill Fortress,,ATX,platinum,550,false,
Xigmatek ACXTNRP-PC402,,ATX,bronze,400,false,
Apevia XG,,ATX,,450,false,
In Win P55F,,ATX,gold,550,false,Black
Xion AXP-850R14N,,ATX,,850,false,
Silverstone Strider,,ATX,bronze,700,false,
XClio DIAMONDPOWER 1080W,,ATX,,1080,false,
StarTech ATX2POW400HS,,ATX,,400,false,
StarTech ATX2PW530PRO,,ATX,bronze,530,false,
Xion AXP-1000R14HE,,ATX,bronze,1000,Full,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
CoolMax CUQ-1200B,,ATX,plus,1200,false,
NZXT HALE 90,,ATX,gold,650,Full,
Apevia ATX-AS680W-BK,,ATX,,680,false,
CoolMax CUL-950B,,ATX,,950,Semi,
XClio STABLEPOWER 460W,,ATX,,460,false,
Aerocool GT-1050SG,,ATX,gold,1050,Semi,
RIOTORO BUILDER,,ATX,gold,1200,Full,Black / Red
Zalman 1000-HP Plus,,ATX,silver,1000,Full,
Sentey MBP HM,,ATX,bronze,850,Semi,Black
Silverstone ST75F-GS-V3,98.9,ATX,gold,750,Full,Black
OCZ EliteXStream,,ATX,plus,800,false,
Segotep GM,,ATX,gold,1000,Full,White
PC Power & Cooling S75CF-B,,ATX,plus,750,false,
Kingwin Mach 1,,ATX,bronze,1220,Full,
Kingwin Lazer Gold,,ATX,gold,700,Full,
Corsair TX650 V2,,ATX,bronze,650,false,
XFX P1-750S-CAB9,,ATX,bronze,750,false,
XFX P1-650S-CAB9,,ATX,bronze,650,false,
SeaSonic SS-300TGW,,TFX,gold,300,false,
XClio GreatPower,,ATX,plus,500,Full,
FSP Group ZEN 400,,ATX,bronze,400,false,
CoolMax ZPG-500B,,ATX,gold,500,false,
Noua Hyper ZR55,,ATX,bronze,550,false,Black
Broadway Com Corp OKIA-BLACK-680,,ATX,,680,false,
Silverstone Strider,,ATX,gold,1000,Full,
Broadway Com Corp P4-OKIA-550-RB,,ATX,,550,false,
Thermaltake Toughpower Grand,,ATX,gold,850,false,
XClio GreatPower,,ATX,plus,850,Full,
PC Power & Cooling T12W,,ATX,,1200,false,
Antec High Current Gamer,,ATX,bronze,400,false,
XFX P1850SNLB9,,ATX,bronze,850,false,
Enermax ENP550AWT,,ATX,,550,false,
XFX P1-750S-NLB9,,ATX,bronze,750,false,
Silverstone Strider,,ATX,silver,500,false,
BitFenix BFG GOLD,,ATX,gold,550,Full,Black
BitFenix BFG GOLD ATX3.0,,ATX,gold,1200,Full,Black
Corsair TX750 V2,,ATX,bronze,750,false,
Cooler Master Silent Pro Platinum,,ATX,platinum,1000,Semi,
Cooler Master Silent Pro Platinum,,ATX,platinum,550,Semi,
Rosewill PHOTON 1350,,ATX,gold,1350,Full,Black
Sparkle Magna,,ATX,bronze,1200,Semi,
Cooler Master Hyper White,,ATX,plus,400,false,Black
Rosewill Capstone G1000,,ATX,gold,1000,Semi,
Kingwin ABT-750MM,,ATX,,750,false,
Thermaltake Toughpower,,ATX,silver,1200,Semi,
Cougar CMD 600,,ATX,bronze,600,Semi,Black / Blue
Cougar CMD 500,,ATX,bronze,500,Semi,Black / Blue
Sparkle R-SPI1000GCM,,ATX,plus,1000,Semi,
Athena Power AP-MFATX35,,Mini ITX,bronze,350,false,
CoolMax ZPG-1200B,,ATX,gold,1200,Semi,
FSP Group PT850FM,,ATX,platinum,850,Full,
Cooler Master VSM,,ATX,gold,750,Semi,
Rosewill HERCULES-1600,,ATX,silver,1600,Semi,
Logisys PS480X2,,ATX,,480,false,
Logisys PS480D-BK,,ATX,,480,false,
Logisys PS480E12,,ATX,,480,false,
Topower GAPS-500MX,,ATX,,500,Full,
Topower TOP-500PM,,ATX,,500,false,
LEPA G1000-MB,,ATX,gold,1000,Full,
Topower ZU-550W,,ATX,,550,false,
In Win Glacier,,ATX,gold,900,Semi,
Fractal Design Integra R2,,ATX,bronze,650,false,
Fractal Design Tesla R2,,ATX,gold,500,false,
BitFenix Fury,,ATX,gold,750,Semi,
Mistel MX650 FANLESS,,ATX,platinum,650,Full,Black
Fractal Design Tesla R2,,ATX,gold,650,false,
Linkworld LPK2-30-P4,,ATX,,500,false,
Cyonic AU-650X,,ATX,gold,650,Full,
Cyonic AU-450X,,ATX,gold,450,Full,
Cyonic AU-550X,,ATX,gold,550,Full,
Sentey ERP-600-SM,,ATX,,600,Full,
Sentey GSP750-SM,,ATX,gold,750,Full,
Sentey GSP850-SM,,ATX,gold,850,Full,
Sentey ERP-400-SS,,ATX,,400,false,
Sentey ERP-700-SS,,ATX,,700,false,
Linkworld LPG8 630w,,ATX,,630,false,
Antec NeoECO Platinum,,ATX,platinum,650,Full,Black
Cougar COUGAR-SX700,,ATX,silver,700,false,
Sparkle SPI300T8AB-B204,,TFX,bronze,300,false,
Sparkle SPI300GLS-B204,,SFX,,300,false,
Cougar COUGAR-PX700,,ATX,bronze,700,false,
Xion XON-850P14F,,ATX,,850,false,
Xion XON-1000P14F,,ATX,,1000,false,
Diablotek PSUL575,,ATX,,575,false,
FSP Group AU-750M,,ATX,gold,750,Semi,
XFX P1-550S-XXBA,,ATX,bronze,550,false,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Ultra U12-42466,,ATX,bronze,650,Semi,
Ultra U12-42467,,ATX,bronze,750,Semi,
iStarUSA TC-1200PD8G,305.99,ATX,,1200,Full,Gray
HEC Orion,,ATX,,585,false,Black
Sparkle R-SPI700GHN,,ATX,plus,700,false,
Enermax ENP650AWT B,,ATX,bronze,650,false,
Enermax ENP550AWT B,,ATX,bronze,550,false,
Topower TOP-1000P12-ADJ,,ATX,,1000,Semi,
Silverstone Strider,,ATX,gold,850,Full,
SeaSonic S12G,,ATX,gold,450,false,
Logisys PS600XBK,,ATX,,600,false,
Ultra LSP,,ATX,,450,false,
Ultra X4,,ATX,silver,850,Full,
E-Power EP-1200P10-T2,,ATX,plus,1200,Semi,
LEPA MaxPlatinum,,ATX,platinum,1050,Semi,Black
Rosewill SMG1200,99.99,ATX,gold,1200,Full,Black
Kingwin KX-1000,,ATX,bronze,1000,Semi,
Apevia ATX-RP500W,,ATX,,500,false,
In Win Commander II,,ATX,bronze,850,Full,
Rosewill CMG1000G5,,ATX,gold,1000,Full,Black
Rosewill CMG1200G5,,ATX,gold,1200,Full,Black
Thermaltake EVO_Blue,,ATX,,750,Full,
In Win Commander III,,ATX,gold,700,Semi,
In Win Commander III,,ATX,gold,800,Semi,
FSP Group AURUM CM GOLD 650,,ATX,gold,650,Semi,
TUNIQ PSU-POT750-BK,,ATX,bronze,750,false,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
LEPA G1000-MA,,ATX,gold,1000,Semi,
Cooler Master Elite,,ATX,,460,false,
Silverstone OP850,,ATX,,850,false,
In Win Commander III 600,,ATX,gold,600,Semi,
NZXT HALE82N 550W,,ATX,bronze,550,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Apevia ATX-AS500W-BL,,ATX,,500,false,
Apevia ATX-AS520W-BK,,ATX,,520,false,
Apevia ATX-CW500WP4,,ATX,,500,false,
Apevia ATX-IB680W-BL,,ATX,,680,false,
In Win GreenMe 550,,ATX,bronze,550,false,
Apevia ATX-TL450W-BK,,ATX,,450,false,
HEC Raptor500,,ATX,,500,false,
HEC HP585D,,ATX,,585,false,
HEC X-Power Pro 650,,ATX,,650,false,
HEC XPOWER585 OEM,,ATX,,585,false,
HEC XP1080,,ATX,,1080,Full,
HEC XPOWER585 RETAIL,,ATX,,585,false,
HEC ZEPHYR650,,ATX,,650,false,
Topower ZU-500W,,ATX,,500,false,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
CoolMax CA-400,,ATX,,400,false,
CoolMax CA-450,,ATX,,450,false,
CoolMax CL-700B,,ATX,,700,false,
CoolMax CT-450 (silver),,ATX,,450,false,
CoolMax CUG-700B,,ATX,,700,Full,
CoolMax CUL-650B,,ATX,,650,Semi,
VisionTek 900489,,ATX,bronze,700,Semi,
CoolMax CUL-750B,,ATX,,750,Semi,
CoolMax CUL-850B,,ATX,,850,Semi,
CoolMax CUQ-1350B,,ATX,plus,1350,false,
CoolMax NW-650B,,ATX,,650,false,
VisionTek 900347,,ATX,,650,false,
Dynapower EP-45X.0562B,,ATX,,450,false,
Sparkle R-SPI650ACAG,,ATX,gold,650,false,
Sparkle R-SPI750ACAG,,ATX,gold,750,false,
Rosewill Libertas,,ATX,plus,650,Full,
Rosewill Stallion,,ATX,,500,false,
Silverstone OP750,,ATX,,750,false,
Silverstone OP800,,ATX,,800,false,
Silverstone Strider,,ATX,gold,1000,Semi,
Sunbeam IC-PSU-US-2545-DW,,ATX,,450,false,
Sunbeam PSU-BKS580-US,,ATX,,580,false,
Sunbeam PSU-COM680-BK-US,,ATX,,680,Full,
Sunbeam PSU-ECO750-US-BL,,ATX,plus,750,false,
Sunbeam PSU-H680-REV-US,,ATX,,680,false,
Sunbeam PSU-H680-REV-US-BL,,ATX,,680,false,
Sunbeam PSU-HUSH580-US,,ATX,,580,false,
Kingwin Lazer Platinum,,ATX,platinum,850,Semi,
Thermaltake TR2,,ATX,gold,450,false,
SeaSonic SS-350ET Bronze,,ATX,bronze,350,false,
SeaSonic SS-350SFE,,SFX,plus,350,false,
Rosewill Quark 1200,,ATX,platinum,1200,Full,
Xion AXP-700K14XE,,ATX,bronze,700,Semi,
Xion AXP-1000K14XE,,ATX,bronze,1000,Semi,
Kingwin Lazer Platinum,,ATX,platinum,650,Semi,
Sparkle R-SPI900GCM,,ATX,plus,900,Semi,
Enermax RevoBron,,ATX,bronze,700,Semi,Black
Enermax ERV1000EWT-G,,ATX,gold,1000,Semi,
Topower ZU-650W,,ATX,,650,false,
Rosewill SMG650,78.68,ATX,gold,650,Full,Black
Sparkle ATX-450PN,,ATX,,450,false,
Sparkle SCC-850AF,,ATX,gold,850,Semi,
LEPA B550-SA,,ATX,bronze,550,false,
LEPA B650-SA,,ATX,bronze,650,false,
Topower ZU-950,,ATX,,950,false,
Topower ZU-450W,,ATX,,450,false,
FSP Group AU-1000PRO,,ATX,gold,1000,false,
FSP Group AU-1200PRO,,ATX,gold,1200,false,
FSP Group AU-850PRO,,ATX,gold,850,false,
Topower TOP-400W80,,ATX,plus,400,false,
Sparkle GW-EPS1000DA,,ATX,gold,1000,Semi,
Super Flower Leadex V Pro,,ATX,platinum,1000,Full,Black
Sparkle R-SPI700ACH5B,,ATX,silver,700,false,
CoolMax ZU-1000B,,ATX,bronze,1000,Semi,
BFG EX-1000,,ATX,bronze,1000,Full,
Kingwin ABT-610MM,,ATX,,610,false,
Sparkle R-SPI600ACH5B,,ATX,silver,600,false,
Zalman LE,,ATX,,400,false,
CoolMax RM-1000B,,ATX,,1000,false,
Enermax ETL550AWT-M,,ATX,bronze,550,Semi,
Enermax ETL650AWT-M,,ATX,bronze,650,Semi,
Logisys PS550AC,,ATX,,550,false,
Enermax REVOLUTION X't II,,ATX,gold,650,Semi,
CoolMax ZP-850B,,ATX,bronze,850,Semi,
Silverstone Strider,,ATX,gold,750,Full,
Silverstone Strider,,ATX,gold,850,Full,
Rosewill SMG850,,ATX,gold,850,Full,Black
Topower TOP-1200W,,ATX,plus,1200,Full,
CoolMax V-600,,ATX,,600,false,
Thermalright TB550S,,ATX,bronze,550,false,Black
Thermalright TB650S,,ATX,bronze,650,false,Black
Thermalright TB750S,,ATX,bronze,750,false,Black
Thermalright TB850S,,ATX,bronze,850,false,Black
Thermalright TB-650,,ATX,bronze,650,Full,Black
Thermalright TB-850,,ATX,bronze,850,Full,Black
Thermalright AG-650,,ATX,gold,650,Full,White
Thermalright AG-850,,ATX,gold,850,Full,Black
Silverstone Strider,,ATX,gold,600,false,
Thermalright AG-850,,ATX,gold,850,Full,White
FSP Group HEXA 85+ PRO,,ATX,bronze,850,false,Black
Diablotek PHD450,,ATX,,450,false,
Diablotek PHD650,,ATX,,650,false,
Diablotek PHD550,,ATX,,550,false,
Athena Power AP-MPS3ATX30H,,ATX,,300,false,
Diablotek PHD850,,ATX,,850,false,
Diablotek PSDA350,,ATX,,350,false,
Xion XON-1100P14HE,,ATX,,1100,false,
Xion XON-1250P14HE,,ATX,,1250,false,
XClio STABLEPOWER 850W,,ATX,,850,false,
StarTech ATXPW500PRO2,,ATX,,500,false,
XClio GreatPower,,ATX,plus,600,Full,
StarTech ATX2POWER400,,ATX,,400,false,
StarTech ATXPOW350PRO,,ATX,,350,false,
StarTech ATX2PW500PRO,,ATX,,500,false,
StarTech ATX2POWER430,,ATX,plus,430,false,
StarTech ATX2POWER530,,ATX,bronze,530,false,
StarTech ATX2PW450PRO,,ATX,,450,false,
StarTech ATX2PW400PRO,,ATX,,400,false,
StarTech ATX2POWER450,,ATX,,450,false,
StarTech ATXPW350DELL,,ATX,,350,false,
XClio GOODPOWER 500W,,ATX,,500,false,
StarTech ATX2POW500HS,,ATX,,500,false,
StarTech ATX2POW450HS,,ATX,,450,false,
StarTech ATX2PW550PRO,,ATX,,550,false,
Thermaltake Rome,,ATX,gold,750,Semi,Black
CoolMax RM-750B,,ATX,,750,false,
XClio GreatPower,,ATX,plus,550,Full,
XClio GreatPower,,ATX,plus,650,Full,
LEPA G1200-MA,,ATX,gold,1200,Semi,
Sentey MBP HM,,ATX,bronze,1000,Semi,Black
Rosewill Fortress,,ATX,platinum,650,false,
XClio STABLEPOWER 500W,,ATX,,500,false,
Kingwin Lazer,,ATX,plus,750,Full,
Kingwin ABT-450MM,,ATX,,450,false,
PC Power & Cooling PPCT860,,ATX,plus,860,false,
Kingwin Lazer Gold,,ATX,gold,550,Full,
Kingwin Lazer Gold,,ATX,gold,1000,Full,
Kingwin Lazer Gold,,ATX,gold,850,Full,
Kingwin ABT-730MM,,ATX,,730,false,
Kingwin MK,,ATX,,850,false,
Kingwin MK,,ATX,,1000,false,
Kingwin MKX,,ATX,,850,Semi,
XClio STABLEPOWER 1000W,,ATX,,1000,false,
XFX P1-850S-CAB9,,ATX,bronze,850,false,
Silverstone Strider,,ATX,gold,850,Semi,
FSP Group FSP300-60GHT,,TFX,plus,300,false,
Lian Li PE,,SFX,gold,550,Full,
FSP Group SAGA+ 500R,,ATX,,500,false,
FSP Group SAGA+ 450R,,ATX,,450,false,
FSP Group SAGA+ 400R,,ATX,,400,false,
PC Power & Cooling Silencer MK III,,ATX,platinum,1200,Semi,
Broadway Com Corp OKIA-BLACK-550,,ATX,,550,false,
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,650,Full,Black
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,750,Full,Black
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,850,Full,Black
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,1050,Full,Black
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,1200,Full,Black
MSI MAG A1000GL PCIE5,,ATX,gold,1000,Full,Black
MSI MAG A1250GL PCIE5,,ATX,gold,1250,Full,Black
Enermax ENP350AST,,ATX,,350,false,
PC Power & Cooling PPCT1200ESA,,ATX,,1200,false,
Rosewill SMG1050,109.99,ATX,gold,1050,Full,Black
Rosewill PMG650,,ATX,gold,650,Full,Black
Rosewill PMG750,,ATX,gold,750,Full,Black
Rosewill PMG850,,ATX,gold,850,Full,Black
Rosewill PMG1050,,ATX,gold,1050,Full,Black
Rosewill PMG1200,,ATX,gold,1200,Full,Black
Kingwin Lazer Platinum,,ATX,platinum,550,Semi,
Enermax EGX850EWL,,ATX,plus,850,Full,
